Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,147528937028.778,171761737046.585,192648999090.082,201175469114.327,200983797111.659,189759138299.209,191907499037.066,210702303186.432
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,199590775190.258,224143083706.777,250092092998.143,271836123723.678,284584522898.872,292774099013.687,304897590205.413,313619747740.186
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,479321460551.189,528832185770.217,500360816827.883,524234322596.975,545389126644.476,477577397532.829,472028000405.803,526371021088.561
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,238303443425.21,244895101712.451,216368178659.447,226073492966.495,229629822121.601,199420256049.689,206275669201.916,219308126633.628
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,98381300000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,104250200000
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,125122306346.154,167775274725.275,186833516483.516,198727747252.747,206224725274.725,161739835164.835,151732142857.143,166928571428.571
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,166225180150.414,183443154234.731,171196268957.961,190949066979.176,199626806401.529,177893451831.141,188494136775.719,211406933991.363
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,1524917468442.6,2051661732059.47,2210256976944.74,2297128039058.16,2059984158384.6,1363594369511.4,1282723881083.71,1578624060588.26
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,5783152633.48246,6563320570.40862,7334917696.72263,7621923307.70325,8016591927.65923,8277613193.57631,8475681532.52169,9135454442.14013
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,643046733.391126,739785121.889922,801168622.338114,804808525.537223,805162576.422974,804100573.408688,786640012.24318,841538412.998896
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,2139072847.68212,2054489852.65499,1800077091.09598,1865374402.54912,1788510017.24824,1523012088.2777,1564380530.97345,1632860040.56795
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,197454052.146072,233213521.691189,252560556.021848,302925488.131749,348941656.435664,318265835.263324,347545391.785,375040173.816889
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,528207200000,671238840106.667,735974843360,746647127413.333,756350347333.334,654269902880,644935541440,688586133333.333
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,16215069255.5479,17878780184.8709,17825417949.4231,18960182371.3937,19770840285.9946,17767704596.9267,19027392875.8489,21081669870.0624
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,41819468691.8251,49258136128.9672,43309252921.0567,48394238300.4008,47062205546.5,39628549949.7295,40630392018.541,44120424391.86
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,969936525.298729,1065826669.89742,1060226125.62616,1328157608.83087,1343007845.04468,1377495054.04127,1427524565.30226,1503168689.81984
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,2578026297.15912,2942546781.04548,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956,3739577973.23943
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,239809387605.427,279351168707.267,295087220933.024,307576360584.992,314851156183.411,308004146057.608,318068476293.883,338406474038.67
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,89501012915.7314,98181259740.0919,93413992955.8972,98478349315.3252,100948236941.182,87769595120.4718,89848359304.5293,95617670260.1145
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,48013606745.4803,51290792018.1074,46352802765.5763,48116256926.0807,49889553216.003,43102044290.9563,44641210338.2514,48455919386.0505
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,681151189.956511,932725578.761845,1063879451.2333,1129787201.75701,1172268295.92618,1154650066.30195,1232699140.37163,1321131090.73503
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,..,..,..,3368199007.95567,3340389105.66033,4049001422.23844,4198000286.58529,4509001513.2827
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,375348316917.75,416417032178.542,396329389720.235,366644891407.353,350637643679.195,317415623434.305,296340945652.684,349268114386.875
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,15727363443.0995,17826697892.2717,10368813559.322,13257627118.6441,13282033898.3051,12374452028.1893,3070885014.08113,..
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,1431616749640.29,1488067258325.2,1336018949805.58,1361854206549.39,1376910811040.88,1199084183705.08,1237499479181.11,1314314164402.2
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,56725749221.9043,65292753005.4664,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356,88019706803.834
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,766785071.244444,818728133.003704,800392821.222222,849496203.911111,916857359.52963,936314411.47037,958973183.222222,992007403.125926
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,1399203481.48148,1444269666.66667,1437879370.37037,1481132148.14815,1542406296.2963,1640925666.66667,1688244703.7037,1810139888.88889
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,681225962.962963,676129407.407407,692933740.740741,721208998.225378,727714407.111622,755458031.415067,770762204.076066,785222509.144563
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,65634109236.7736,67327289319.733,68125631150.2939,72065940085.772,82151588418.8325,96741742021.6738,95558220776.921,123053386001.137
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,4368398047.64333,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,4787367928.11777,3167164370.80564,3068766109.75333
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,488909078695.423,563797423389.285,544481531961.98,579360671663.959,574413132024.98,498117638852.897,512205240408.433,535607385506.432
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,583782977866.405,699579638638.226,668043614122.87,688504173431.454,709182559935.301,679832291693.257,670181065629.156,678965423322.021
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,5642178579.58438,6522732202.50748,7633049792.09321,8448469837.53831,9112544556.05962,7854602391.65355,6952678127.03396,7157865188.25222
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,32014249841.4151,34657139495.4031,39650530214.3287,45680532613.7591,49964788814.0927,47378599025.3044,49774021003.0747,53320625958.5628
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,341105009515.333,370818747396.833,397558094269.877,420333333333.333,407339361695.577,401295970240.337,412352789519.611,455275517239.347
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TLS,3998961313.73619,5672048723.41683,6661664574.7463,5637671696.36367,4041636956.55441,3092624754.7917,2503532102.2697,2487269437.36822
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,3426022205.75557,3867391618.08827,3873529926.22723,4320427495.74933,4568900619.92456,4179185205.16122,4414908596.54217,4765866980.38429
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,369485198.817979,423011844.331641,472358251.224261,450686353.674011,443911052.254042,435438217.281663,401109307.359307,430174168.740104
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,22157948396.2042,25433011405.3017,25769329445.0666,27110262285.4127,27477965424.1625,25121524774.9867,21746391333.0334,22250455018.8067
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,44050929160.2627,45810626509.4474,45044112939.3687,46251061734.4741,47632326088.237,43152528548.124,41808379888.2682,39952095560.8829
GDP (current US$),NY.GDP.MKTP.CD,Turkey,TUR,771901768870.083,832523680908.06,873982246611.954,950579413122.56,934185915386.096,859796872677.614,863721648068.806,851549231502.615
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36180000000,37926285714.2857
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,686787810,728789570,715722770,740776770,823968140,893501650,950357510,962525840
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,31824701.2779469,38713279.6189995,37671734.4913473,37507514.536976,37291841.426971,35492333.8641732,36547419.8730745,40620557.1335093
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,20186496527.1256,20176025256.9153,23114293416.3905,24599550623.7254,27291879819.3622,27102650386.6012,24133664284.5089,25995031850.1545
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,136013155905.036,163159671670.265,175781379051.433,183310146378.081,133503411375.739,91030959454.6961,93355993628.5042,112190355158.178
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,289787338325.391,350666031313.819,374590605854.323,390107556160.654,403137100068.073,358135057862.492,357045064669.843,382575085091.899
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,2452899665124.47,2634895693131.3,2676605417645.99,2753565033773.77,3034729456047.18,2896420586534.4,2659238931670.25,2637866340434.13
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,14992052727000,15542581104000,16197007349000,16784849190000,17521746534000,18219297584000,18707188235000,19485393853000
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,40284481651.9021,47962439303.7247,51264390116.4909,57531233350.9101,57236013086.1223,53274304222.136,52687612261.5424,56488991831.0239
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,39332770928.9426,45915191189.3237,51821573338.1312,57690770140.2657,76658542757.4707,81847410181.7953,81779019095.6692,59159949231.4924
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,700804286.224354,792149700.679116,781702874.106058,801787555.861121,814954306.971033,737917151.424178,787942567.411846,849708342.698412
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,393192354510.653,316482190800.364,381286237847.667,371005379786.566,482359318767.703,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Vietnam,VNM,115931749697.241,135539438559.709,155820001920.492,171222025117.381,186204652922.262,193241108709.536,205276172134.901,223779865815.183
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,4339000000,4239000000,4095000000,3762000000,3622000000,3748000000,3863000000,3855000000
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,PSE,8913100000,10465400000,11279400000,12476000000,12715600000,12673000000,13425700000,14498100000
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,30906749533.221,32726417878.391,35401339869.3055,40415233436.1767,43228585321.3272,42628328212.1041,30968242967.7823,26818703092.5852
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,20265556273.582,23460098339.7453,25503370699.2015,28045460442.1876,27150630607.2032,21154394545.895,20954754378.1394,25868142076.7897
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,22813010116.1292
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Afghanistan,AFG,61.028,61.553,62.054,62.525,62.966,63.377,63.763,64.13
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Albania,ALB,76.562,76.914,77.252,77.554,77.813,78.025,78.194,78.333
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Algeria,DZA,74.938,75.199,75.436,75.661,75.878,76.09,76.298,76.499
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,American Samoa,ASM,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Andorra,AND,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Angola,AGO,55.35,56.33,57.236,58.054,58.776,59.398,59.925,60.379
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Antigua and Barbuda,ATG,75.823,75.956,76.087,76.218,76.349,76.483,76.617,76.752
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Argentina,ARG,75.278,75.439,75.598,75.756,75.913,76.068,76.221,76.372
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Armenia,ARM,73.331,73.572,73.82,74.056,74.273,74.467,74.64,74.797
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Aruba,ABW,75.017,75.158,75.299,75.441,75.583,75.725,75.868,76.01
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Australia,AUS,81.6951219512195,81.8951219512195,82.0463414634146,82.1487804878049,82.3,82.4,82.4487804878049,82.4975609756098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Austria,AUT,80.5804878048781,80.9829268292683,80.9365853658537,81.1365853658537,81.490243902439,81.190243902439,81.6414634146342,81.6414634146342
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Azerbaijan,AZE,70.938,71.234,71.506,71.768,72.022,72.266,72.493,72.693
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Bahamas, The",BHS,72.144,72.263,72.424,72.62,72.847,73.088,73.329,73.554
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bahrain,BHR,76.057,76.2,76.342,76.484,76.624,76.762,76.899,77.032
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bangladesh,BGD,69.881,70.256,70.606,70.93,71.231,71.514,71.785,72.052
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Barbados,BRB,78.364,78.456,78.547,78.633,78.717,78.801,78.888,78.981
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Belarus,BLR,70.4048780487805,70.5536585365854,71.9658536585366,72.4707317073171,72.9707317073171,73.6243902439025,73.8268292682927,74.1292682926829
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Belgium,BEL,80.1829268292683,80.5853658536585,80.3853658536585,80.5878048780488,81.2878048780488,80.9926829268293,81.4390243902439,81.4390243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Belize,BLZ,72.057,72.57,73.044,73.452,73.782,74.034,74.219,74.365
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Benin,BEN,59.318,59.59,59.842,60.092,60.345,60.608,60.885,61.174
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bermuda,BMU,79.2885365853658,81.1526829268293,81.6778048780488,80.5724390243902,80.7973170731707,81.0121951219512,81.2270731707317,81.4419512195122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bhutan,BTN,68.384,68.84,69.263,69.662,70.046,70.419,70.781,71.129
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bolivia,BOL,68.007,68.521,69.01,69.468,69.891,70.277,70.626,70.945
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bosnia and Herzegovina,BIH,76.031,76.219,76.401,76.569,76.723,76.865,76.998,77.128
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Botswana,BWA,60.211,61.91,63.511,64.976,66.265,67.338,68.178,68.812
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Brazil,BRA,73.619,73.921,74.209,74.483,74.745,74.994,75.23,75.456
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,British Virgin Islands,VGB,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Brunei Darussalam,BRN,74.74,74.852,74.962,75.075,75.193,75.318,75.45,75.585
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bulgaria,BGR,73.5121951219512,74.1634146341463,74.3146341463415,74.8609756097561,74.4658536585366,74.6146341463415,74.8121951219512,74.8121951219512
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Burkina Faso,BFA,57.096,57.761,58.374,58.937,59.45,59.919,60.354,60.768
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Burundi,BDI,57.228,57.925,58.568,59.148,59.665,60.123,60.528,60.898
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cabo Verde,CPV,71.062,71.243,71.445,71.661,71.886,72.117,72.347,72.57
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cambodia,KHM,66.56,67.043,67.48,67.888,68.273,68.637,68.977,69.289
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cameroon,CMR,55.101,55.581,56.073,56.576,57.083,57.583,58.063,58.511
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Canada,CAN,81.2463414634146,81.4487804878049,81.6487804878049,81.7487804878049,81.8,81.9,82.142243902439,82.2489756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cayman Islands,CYM,82.190243902439,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Central African Republic,CAF,47.312,47.95,48.638,49.371,50.129,50.881,51.593,52.24
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Chad,TCD,50.89,51.424,51.928,52.386,52.789,53.137,53.438,53.712
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Channel Islands,CHI,81.483,81.688,81.883,82.071,82.252,82.429,82.6,82.766
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Chile,CHL,78.779,78.986,79.176,79.349,79.504,79.646,79.779,79.909
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,China,CHN,74.409,74.708,75.013,75.321,75.629,75.928,76.21,76.47
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Colombia,COL,75.424,75.655,75.882,76.105,76.322,76.531,76.732,76.925
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Comoros,COM,61.862,62.24,62.595,62.922,63.214,63.471,63.7,63.912
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Congo, Dem. Rep.",COD,56.909,57.427,57.914,58.381,58.828,59.254,59.655,60.026
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Congo, Rep.",COG,60.093,60.785,61.423,62.022,62.582,63.097,63.556,63.954
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Costa Rica,CRI,78.769,78.919,79.074,79.234,79.398,79.565,79.738,79.914
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cote d'Ivoire,CIV,52.964,53.62,54.271,54.906,55.508,56.065,56.567,57.017
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Croatia,HRV,76.4756097560976,76.7756097560976,76.9243902439024,77.1268292682927,77.4780487804878,77.2756097560976,78.0219512195122,77.8268292682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cuba,CUB,78.338,78.4,78.446,78.485,78.521,78.561,78.607,78.662
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Curacao,CUW,..,77.4731707317073,77.5243902439024,77.8268292682927,77.9756097560976,78.0756097560976,77.719512195122,78.0170731707317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cyprus,CYP,79.43,79.621,79.812,79.999,80.178,80.35,80.513,80.672
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Czech Republic,CZE,77.4243902439025,77.8731707317073,78.0756097560976,78.1756097560976,78.8243902439024,78.5780487804878,79.0268292682927,79.4756097560976
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Denmark,DNK,79.1,79.8,80.0512195121951,80.3,80.7,80.7024390243902,80.8536585365854,81.0048780487805
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Djibouti,DJI,60.062,60.667,61.395,62.239,63.171,64.136,65.064,65.893
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Dominica,DMA,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Dominican Republic,DOM,72.046,72.284,72.523,72.763,73.003,73.241,73.471,73.689
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ecuador,ECU,75.089,75.289,75.495,75.707,75.923,76.143,76.365,76.584
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Egypt, Arab Rep.",EGY,70.349,70.543,70.736,70.928,71.117,71.302,71.482,71.656
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,El Salvador,SLV,71.21,71.449,71.692,71.935,72.175,72.412,72.644,72.872
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Equatorial Guinea,GNQ,55.622,55.945,56.288,56.642,57.001,57.359,57.713,58.061
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Eritrea,ERI,62.193,62.732,63.238,63.726,64.201,64.664,65.111,65.538
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Estonia,EST,75.4292682926829,76.2292682926829,76.3268292682927,77.1414634146341,77.0341463414634,77.590243902439,77.6414634146342,77.6414634146342
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Eswatini,SWZ,46.601,48.141,49.862,51.699,53.569,55.359,56.962,58.319
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ethiopia,ETH,61.627,62.505,63.281,63.961,64.547,65.048,65.482,65.872
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Faroe Islands,FRO,80.5878048780488,80.890243902439,81.1414634146341,81.3926829268293,81.6951219512195,81.9463414634146,82.1975609756098,82.4
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Fiji,FJI,66.655,66.759,66.859,66.95,67.03,67.103,67.175,67.252
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Finland,FIN,79.8707317073171,80.4707317073171,80.6268292682927,80.9756097560976,81.1804878048781,81.4804878048781,81.4292682926829,81.4292682926829
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,France,FRA,81.6634146341463,82.1146341463415,81.9682926829268,82.219512195122,82.6707317073171,82.3219512195122,82.5243902439024,82.5243902439024
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,French Polynesia,PYF,75.611,75.844,76.074,76.307,76.546,76.787,77.024,77.251
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Gabon,GAB,61.4,62.168,62.924,63.648,64.318,64.913,65.418,65.839
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Gambia, The",GMB,59.637,59.917,60.178,60.426,60.667,60.91,61.166,61.44
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Georgia,GEO,71.46,71.773,72.097,72.412,72.707,72.973,73.207,73.414
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Germany,DEU,79.9878048780488,80.4365853658537,80.5390243902439,80.490243902439,81.090243902439,80.6414634146341,80.990243902439,80.990243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ghana,GHA,61.03,61.381,61.72,62.064,62.416,62.772,63.124,63.463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Gibraltar,GIB,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greece,GRC,80.3878048780488,80.7317073170732,80.6341463414634,81.2853658536585,81.3853658536585,81.0365853658537,81.3878048780488,81.3878048780488
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greenland,GRL,70.8570731707317,71.0624390243902,71.2990243902439,71.8304878048781,71.5384146341463,71.2463414634146,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Grenada,GRD,72.867,72.768,72.669,72.579,72.503,72.445,72.408,72.388
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guam,GUM,77.941,78.173,78.408,78.649,78.895,79.144,79.391,79.631
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guatemala,GTM,71.481,71.861,72.236,72.596,72.935,73.25,73.541,73.81
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea,GIN,56.861,57.387,57.905,58.447,59.016,59.598,60.17,60.706
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea-Bissau,GNB,54.628,55.144,55.645,56.117,56.556,56.959,57.328,57.673
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guyana,GUY,68.059,68.321,68.575,68.819,69.049,69.262,69.454,69.624
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Haiti,HTI,60.511,60.879,61.26,61.658,62.069,62.485,62.896,63.29
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Honduras,HND,73.317,73.569,73.814,74.051,74.278,74.495,74.701,74.898
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Hong Kong SAR, China",HKG,82.9780487804878,83.4219512195122,83.4804878048781,83.8317073170732,83.9804878048781,84.2780487804878,84.2268292682927,84.6804878048781
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Hungary,HUN,74.2073170731707,74.8585365853659,75.0634146341463,75.5658536585366,75.7634146341463,75.5682926829269,76.0634146341464,76.0634146341464
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iceland,ISL,81.8975609756098,82.3585365853659,82.9170731707317,82.0609756097561,82.8609756097561,82.4682926829268,82.2048780487805,82.2048780487805
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,India,IND,66.693,67.13,67.545,67.931,68.286,68.607,68.897,69.165
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Indonesia,IDN,69.205,69.542,69.866,70.179,70.481,70.768,71.035,71.282
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Iran, Islamic Rep.",IRN,73.905,74.352,74.776,75.162,75.502,75.796,76.047,76.271
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iraq,IRQ,68.567,68.848,69.148,69.437,69.7,69.929,70.122,70.294
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ireland,IRL,80.7439024390244,80.7463414634146,80.8463414634146,80.9487804878049,81.3487804878049,81.4536585365854,81.7048780487805,81.9560975609756
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Isle of Man,IMN,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Israel,ISR,81.6024390243903,81.6560975609756,81.7048780487805,82.0560975609756,82.1536585365854,82.0512195121951,82.4073170731707,82.6024390243903
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Italy,ITA,82.0365853658537,82.1878048780488,82.2390243902439,82.690243902439,83.090243902439,82.5439024390244,83.2439024390244,83.2439024390244
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jamaica,JAM,74.038,74.012,74.001,74.01,74.042,74.098,74.175,74.267
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Japan,JPN,82.8426829268293,82.5912195121951,83.0960975609756,83.3319512195122,83.5878048780488,83.7939024390244,83.9848780487805,84.099756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jordan,JOR,73.428,73.581,73.722,73.851,73.969,74.078,74.184,74.292
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kazakhstan,KAZ,68.2953658536585,68.98,69.61,70.45,71.62,72,72.3,72.95
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kenya,KEN,60.959,61.851,62.659,63.419,64.135,64.798,65.393,65.909
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kiribati,KIR,65.769,66.072,66.381,66.69,66.995,67.291,67.577,67.851
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Dem. People’s Rep.",PRK,69.571,70.012,70.454,70.853,71.198,71.481,71.711,71.91
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Rep.",KOR,80.1170731707317,80.5682926829269,80.819512195122,81.2707317073171,81.7219512195122,82.0243902439024,82.2756097560976,82.6268292682927
