country.a,statea,year,endyear,dispnum3,hiact,hostlev,fatality,victor,pb.year,same.exp,outcome
Guinea,438,1973,1973,1386,7,Display of force,0,0,1974,0.6483225618022249,Neither
Morocco,600,1973,1974,1119,15,Use of force,NA,0,1974,0.8895215097812762,Neither
USA,2,1973,1973,2950,0,No militarized action,0,0,1974,0.8139068725097426,Neither
Israel,666,1973,1973,1043,16,Use of force,0,0,1974,0.8583025341002538,Neither
Spain,230,1973,1974,1119,17,Use of force,NA,0,1974,0.9284842140703822,Neither
Somalia,520,1973,1973,2068,11,Display of force,0,0,1974,0.8235701846333752,Neither
Zambia,551,1973,1973,1397,17,Use of force,2,0,1974,0.7782920223424149,Neither
Zambia,551,1973,1973,3215,16,Use of force,0,0,1974,0.7782920223424149,Neither
Ethiopia,530,1973,1973,2068,7,Display of force,0,0,1974,0.8369788595717814,Neither
Kenya,501,1973,1973,1367,0,No militarized action,0,0,1974,0.8919583029558361,Neither
Zambia,551,1973,1973,3267,0,No militarized action,0,0,1974,0.7782920223424149,Neither
USA,2,1973,1973,353,8,Display of force,0,0,1974,0.8139068725097426,Neither
Israel,666,1973,1973,353,0,No militarized action,0,0,1974,0.8583025341002538,Neither
India,750,1973,1973,2100,7,Display of force,0,0,1974,0.8967970277608295,Neither
Mongolia,712,1973,1973,2712,0,No militarized action,0,0,1974,0.4840132920270178,Neither
Argentina,160,1973,1973,1808,7,Display of force,0,0,1974,0.8143020643281386,Neither
Norway,385,1973,1973,1808,0,No militarized action,0,0,1974,0.977710754513849,Neither
Portugal,235,1973,1973,1386,12,Display of force,0,0,1974,0.8516664695971681,Neither
China,710,1973,1973,2712,12,Display of force,0,0,1974,0.9586360554264476,Neither
Gambia,420,1974,1974,1384,0,No militarized action,0,0,1975,0.9171716115481389,Neither
South Africa,560,1974,1974,1396,17,Use of force,0,0,1975,0.9390562494820851,Neither
South Africa,560,1974,1974,3227,16,Use of force,NA,0,1975,0.9390562494820851,Neither
Uganda,500,1974,1975,1382,17,Use of force,0,0,1975,0.7412163991633215,Neither
Zimbabwe,552,1974,1974,1396,16,Use of force,0,0,1975,0.8481138637431779,Neither
Cuba,40,1974,1974,2951,15,Use of force,0,0,1975,0.9058514267542865,Neither
Syria,652,1974,1975,3438,8,Display of force,0,0,1975,0.4298717019653949,Neither
Lebanon,660,1974,1975,1061,17,Use of force,NA,0,1975,0.7331389895191587,Neither
Fm USSR,365,1974,1974,3174,12,Display of force,0,0,1975,0.7845460623157341,Neither
Iraq,645,1974,1975,2112,17,Use of force,3,0,1975,0.8241104847056417,Neither
Iran,630,1974,1975,2112,17,Use of force,3,0,1975,0.7997991323757561,Neither
Israel,666,1974,1975,3438,15,Use of force,0,0,1975,0.9742838528419466,Neither
Greece,350,1974,1974,1292,8,Display of force,0,0,1975,0.8876357143237174,Neither
Greece,350,1974,1974,2173,11,Display of force,0,0,1975,0.8876357143237174,Neither
Korea D P Rp,731,1974,1974,2191,16,Use of force,1,0,1975,0.37186480916618964,Neither
Viet Nam,817,1974,1974,3217,7,Display of force,0,0,1975,0.6735270174453922,Neither
Turkey,640,1974,1974,1292,7,Display of force,0,0,1975,0.9529670268087089,Neither
Turkey,640,1974,1974,2173,0,No militarized action,0,0,1975,0.9529670268087089,Neither
Uganda,500,1974,1975,2136,8,Display of force,0,0,1975,0.7412163991633215,Neither
Israel,666,1974,1975,1061,17,Use of force,NA,0,1975,0.9742838528419466,Neither
Burkina Faso,439,1974,1975,1411,17,Use of force,1,0,1975,0.7084421922241569,Neither
Zambia,551,1974,1974,1396,17,Use of force,0,0,1975,0.9463985798975768,Neither
Zambia,551,1974,1974,3227,16,Use of force,NA,0,1975,0.9463985798975768,Neither
Somalia,520,1974,1974,1427,17,Use of force,1,0,1975,0.5930719579052844,Neither
Ethiopia,530,1974,1974,1427,17,Use of force,1,0,1975,0.8058542193853677,Neither
Zambia,551,1974,1975,1382,7,Display of force,0,0,1975,0.9463985798975768,Neither
UK,200,1974,1975,2136,0,No militarized action,0,0,1975,0.9853484209631767,Neither
Tanzania,510,1974,1975,1382,17,Use of force,0,0,1975,0.8896199888178913,Neither
USA,2,1974,1974,2951,0,No militarized action,0,0,1975,0.9883630171209818,Neither
Fm USSR,365,1974,1974,364,0,No militarized action,0,0,1975,0.7845460623157341,Neither
Fm USSR,365,1974,1974,2713,17,Use of force,NA,0,1975,0.7845460623157341,Neither
Mongolia,712,1974,1974,2713,17,Use of force,NA,0,1975,0.6276155635923234,Neither
Israel,666,1974,1974,3174,7,Display of force,0,0,1975,0.9742838528419466,Neither
China,710,1974,1974,364,15,Use of force,0,0,1975,0.9833948426234804,Neither
China,710,1974,1974,2713,17,Use of force,NA,0,1975,0.9833948426234804,Neither
Mali,432,1974,1975,1411,17,Use of force,1,0,1975,0.5910806761089183,Neither
Korea Rep.,732,1974,1974,2191,16,Use of force,1,0,1975,0.9605042683187853,Neither
Philippines,840,1974,1974,3217,0,No militarized action,0,0,1975,0.983522883402426,Neither
Taiwan,713,1974,1974,3217,0,No militarized action,0,0,1975,0.9996358897294964,Neither
China,710,1974,1974,3217,0,No militarized action,0,0,1975,0.9833948426234804,Neither
Senegal,433,1974,1974,1384,16,Use of force,0,0,1975,0.8609640717268864,Neither
Israel,666,1975,1976,3381,0,No militarized action,0,0,1976,0.9794606698512002,Neither
Libya,620,1975,1975,3175,10,Display of force,0,0,1976,0.9454234001381393,Neither
Angola,540,1975,1988,1441,17,Use of force,NA,0,1988,0.3886988126691923,Neither
Cuba,40,1975,1988,1441,17,Use of force,NA,0,1988,0.21613140965718014,Neither
Uganda,500,1975,1975,1809,0,No militarized action,0,0,1976,0.3566714389031427,Neither
Zimbabwe,552,1975,1977,1430,17,Use of force,NA,0,1977,0.7417826286737327,Neither
Korea D P Rp,731,1975,1975,1472,17,Use of force,1,0,1976,0.6905143148020684,Neither
Cambodia,811,1975,1975,356,15,Use of force,NA,0,1976,0.017057642974840075,Neither
Guyana,110,1975,1976,1189,0,No militarized action,0,0,1976,0.93994772441044006,Neither
UK,200,1975,1975,360,7,Display of force,0,0,1976,0.9897032782786528,Neither
Egypt,651,1975,1976,3381,1,Threat to use force,0,0,1976,0.8343943164618756,Neither
Syria,652,1975,1977,3439,16,Use of force,0,0,1977,0.5407836678163688,Neither
Greece,350,1975,1975,1290,1,Threat to use force,0,0,1976,0.9677896974608415,Neither
China,710,1975,1975,358,17,Use of force,1,0,1976,0.9806279189350753,Neither
Myanmar,775,1975,1975,2955,16,Use of force,0,0,1976,0.6003353663247735,Neither
Lao P.Dem.R,812,1975,1975,1376,17,Use of force,NA,0,1976,0.3017518728592876,Neither
Cambodia,811,1975,1976,1231,17,Use of force,2,0,1976,0.017057642974840075,Neither
Turkey,640,1975,1975,1290,0,No militarized action,0,0,1976,0.9698880335085595,Neither
Indonesia,850,1975,1976,1450,17,Use of force,0,0,1976,0.8022932378120808,Neither
Algeria,615,1975,1975,1331,1,Threat to use force,0,0,1976,0.8945226987184415,Neither
Guatemala,90,1975,1975,360,7,Display of force,0,0,1976,0.919901449975065,Neither
Egypt,651,1975,1975,3175,16,Use of force,0,0,1976,0.8343943164618756,Neither
South Africa,560,1975,1988,1441,17,Use of force,NA,0,1988,0.13995103954774668,Neither
Somalia,520,1975,1976,1428,17,Use of force,1,0,1976,0.7445133423722203,Neither
Kenya,501,1975,1975,1809,15,Use of force,0,0,1976,0.9774373685787565,Neither
Brazil,140,1975,1976,1189,12,Display of force,0,0,1976,0.9910491634683004,Neither
Kuwait,690,1975,1975,1613,0,No militarized action,0,0,1976,0.9289082379137353,Neither
Iraq,645,1975,1975,1613,16,Use of force,0,0,1976,0.7628376053728088,Neither
Israel,666,1975,1977,3439,16,Use of force,0,0,1977,0.9368286906530305,Neither
Portugal,235,1975,1976,1450,17,Use of force,0,0,1976,0.9664972928295901,Neither
India,750,1975,1975,358,17,Use of force,1,0,1976,0.6772711145158319,Neither
USA,2,1975,1975,1472,17,Use of force,1,0,1976,0.9943724937153277,Neither
Korea Rep.,732,1975,1975,1472,16,Use of force,1,0,1976,0.9729077182402797,Neither
Spain,230,1975,1975,1331,7,Display of force,0,0,1976,0.9918856878685067,Neither
Mauritania,435,1975,1975,1331,0,No militarized action,0,0,1976,0.9107385956251256,Neither
Ethiopia,530,1975,1976,1428,17,Use of force,1,0,1976,0.8879855460022864,Neither
Thailand,800,1975,1975,2955,0,No militarized action,0,0,1976,0.9835484484602315,Neither
Thailand,800,1975,1975,1376,17,Use of force,NA,0,1976,0.9835484484602315,Neither
USA,2,1975,1975,356,16,Use of force,NA,0,1976,0.9943724937153277,Neither
Thailand,800,1975,1976,1231,17,Use of force,2,0,1976,0.9835484484602315,Neither
Mozambique,541,1975,1977,1430,17,Use of force,NA,0,1977,0.8213853663057479,Neither
Uganda,500,1976,1976,1368,17,Use of force,NA,0,1977,0.8206011706750816,Neither
Israel,666,1976,1976,2335,17,Use of force,0,0,1977,0.9824695993290763,Neither
Cuba,40,1976,1976,2958,0,No militarized action,0,0,1977,0.864366925272745,Neither
Korea D P Rp,731,1976,1976,362,17,Use of force,1,0,1977,0.751199234273817,Neither
Korea D P Rp,731,1976,1976,2960,0,No militarized action,0,0,1977,0.751199234273817,Neither
UK,200,1976,1976,363,0,No militarized action,0,0,1977,0.9784016596046293,Neither
Chile,155,1976,1976,1191,17,Use of force,NA,0,1977,0.713452492320718,Neither
Guyana,110,1976,1976,2317,0,No militarized action,0,0,1977,0.9309566431945518,Neither
Honduras,91,1976,1976,1190,17,Use of force,0,0,1977,0.9725413185577181,Neither
USA,2,1976,1976,2335,17,Use of force,0,0,1977,0.9944267900670052,Neither
Turkey,640,1976,1976,2327,0,No militarized action,0,0,1977,0.9821670689128297,Neither
Saudi Arabia,670,1976,1976,2961,12,Display of force,0,0,1977,0.5343610074370834,Neither
Uganda,500,1976,1976,1377,17,Use of force,2,0,1977,0.8206011706750816,Neither
Israel,666,1976,1976,2327,15,Use of force,0,0,1977,0.9824695993290763,Neither
Greece,350,1976,1976,1289,8,Display of force,0,0,1977,0.9767493722797096,Neither
Bangladesh,771,1976,1976,1469,17,Use of force,1,0,1977,0.8370770392103356,Neither
China,710,1976,1976,2956,15,Use of force,0,0,1977,0.9813299307285809,Neither
Cambodia,811,1976,1987,1232,17,Use of force,5,0,1987,0.04643545565379185,Neither
Somalia,520,1976,1976,361,17,Use of force,1,0,1977,0.3497170102325094,Neither
Turkey,640,1976,1976,1289,7,Display of force,0,0,1977,0.9821670689128297,Neither
Argentina,160,1976,1976,363,16,Use of force,0,0,1977,0.9314372644189597,Neither
Syria,652,1976,1976,3179,16,Use of force,0,0,1977,0.8345285354312866,Neither
Chad,483,1976,1977,1337,0,No militarized action,0,0,1977,0.5983021467424617,Neither
"France,Monac",220,1976,1976,361,17,Use of force,1,0,1977,0.9975829666538093,Neither
USA,2,1976,1976,2958,15,Use of force,0,0,1977,0.9944267900670052,Neither
Venezuela,101,1976,1976,2317,7,Display of force,0,0,1977,0.8974730689694151,Neither
Suriname,115,1976,1976,2318,12,Display of force,0,0,1977,0.885210377297135,Neither
Syria,652,1976,1976,3176,7,Display of force,0,0,1977,0.8345285354312866,Neither
Israel,666,1976,1976,2961,15,Use of force,0,0,1977,0.9824695993290763,Neither
UK,200,1976,1976,3179,0,No militarized action,0,0,1977,0.9784016596046293,Neither
Iraq,645,1976,1976,3176,7,Display of force,0,0,1977,0.605204291236394,Neither
India,750,1976,1976,1469,17,Use of force,1,0,1977,0.7716310226670491,Neither
Korea Rep.,732,1976,1976,2956,0,No militarized action,0,0,1977,0.9871232526910889,Neither
USA,2,1976,1976,362,17,Use of force,1,0,1977,0.9944267900670052,Neither
USA,2,1976,1976,2960,12,Display of force,0,0,1977,0.9944267900670052,Neither
Korea Rep.,732,1976,1976,362,17,Use of force,1,0,1977,0.9871232526910889,Neither
Yugoslavia,345,1976,1976,1720,16,Use of force,0,0,1977,0.9761527668243326,Neither
Albania,339,1976,1976,1720,0,No militarized action,0,0,1977,0.5965477052835294,Neither
Japan,740,1976,1976,365,15,Use of force,0,0,1977,0.9990961717091689,Neither
Libya,620,1976,1977,1337,14,Use of force,0,0,1977,0.9420144941640309,Neither
Kenya,501,1976,1976,1368,17,Use of force,NA,0,1977,0.9756776408888785,Neither
Israel,666,1976,1976,1377,17,Use of force,2,0,1977,0.9824695993290763,Neither
El Salvador,92,1976,1976,1190,17,Use of force,0,0,1977,0.9269788648697462,Neither
Guyana,110,1976,1976,2318,0,No militarized action,0,0,1977,0.9309566431945518,Neither
Peru,135,1976,1976,1191,17,Use of force,NA,0,1977,0.9287634358784629,Neither
Thailand,800,1976,1987,1232,17,Use of force,5,0,1987,0.7288537210034159,Neither
Libya,620,1977,1977,3014,7,Display of force,0,0,1978,0.7289816037436077,Neither
Congo,484,1977,1977,2150,17,Use of force,4,0,1978,0.6193584783067193,Neither
Israel,666,1977,1977,3382,8,Display of force,0,0,1978,0.994585955719171,Neither
Libya,620,1977,1977,3126,17,Use of force,3,0,1978,0.7289816037436077,Neither
Angola,540,1977,1977,2150,17,Use of force,4,0,1978,0.7645196908644533,Neither
Uganda,500,1977,1977,2150,17,Use of force,4,0,1978,0.49080198293363825,Neither
Cuba,40,1977,1977,2150,17,Use of force,4,0,1978,0.8002516112885127,Neither
Egypt,651,1977,1977,2150,17,Use of force,4,0,1978,0.9659294986132122,Neither
Central African Republic,482,1977,1977,2150,17,Use of force,4,0,1978,0.7966361685795631,Neither
"France,Monac",220,1977,1977,2150,17,Use of force,4,0,1978,0.9973231880982544,Neither
Dem.Rp.Congo,490,1977,1977,2150,12,Display of force,4,0,1978,0.8851373853967004,Neither
Somalia,520,1977,1977,3129,17,Use of force,NA,0,1978,0.7163614492864386,Neither
Tanzania,510,1977,1977,2144,15,Use of force,0,0,1978,0.8664011041298134,Neither
Cuba,40,1977,1977,2962,15,Use of force,0,0,1978,0.8002516112885127,Neither
Korea D P Rp,731,1977,1978,2192,17,Use of force,1,0,1978,0.4370903386546359,Neither
Fm USSR,365,1977,1977,2222,0,No militarized action,0,0,1978,0.8917165391002149,Neither
Chile,155,1977,1978,2081,7,Display of force,0,0,1978,0.6882760989516975,Neither
Fm USSR,365,1977,1977,3122,0,No militarized action,0,0,1978,0.8917165391002149,Neither
Peru,135,1977,1978,2120,17,Use of force,1,0,1978,0.4476351663100589,Neither
Ecuador,130,1977,1978,2120,17,Use of force,1,0,1978,0.841771251519473,Neither
Chile,155,1977,1977,2143,7,Display of force,0,0,1978,0.6882760989516975,Neither
Chile,155,1977,1977,3018,7,Display of force,0,0,1978,0.6882760989516975,Neither
Nicaragua,93,1977,1977,3013,16,Use of force,0,0,1978,0.4554909197778414,Neither
Costa Rica,94,1977,1977,3013,7,Display of force,0,0,1978,0.5463230018056012,Neither
Egypt,651,1977,1977,3382,0,No militarized action,0,0,1978,0.9659294986132122,Neither
Lebanon,660,1977,1978,3994,17,Use of force,NA,0,1978,0.5104330100256699,Neither
Korea D P Rp,731,1977,1977,2963,15,Use of force,0,0,1978,0.4370903386546359,Neither
Fm USSR,365,1977,1977,2964,12,Display of force,0,0,1978,0.8917165391002149,Neither
Myanmar,775,1977,1977,3130,0,No militarized action,0,0,1978,0.47608547663767886,Neither
Guatemala,90,1977,1977,2139,7,Display of force,0,0,1978,0.7694722874533898,Neither
Dem.Rp.Congo,490,1977,1977,2148,17,Use of force,NA,0,1978,0.8851373853967004,Neither
Tanzania,510,1977,1977,3127,1,Threat to use force,1,0,1978,0.8664011041298134,Neither
Zambia,551,1977,1977,3127,17,Use of force,1,0,1978,0.3187632589665468,Neither
Tunisia,616,1977,1977,3014,7,Display of force,0,0,1978,0.6732011432293348,Neither
Egypt,651,1977,1977,3126,17,Use of force,3,0,1978,0.9659294986132122,Neither
Ethiopia,530,1977,1977,2142,12,Display of force,0,0,1978,0.6321012985192129,Neither
South Africa,560,1977,1977,2148,17,Use of force,NA,0,1978,0.907362171185491,Neither
Zambia,551,1977,1977,3602,0,No militarized action,0,0,1978,0.3187632589665468,Neither
Sudan,625,1977,1977,2142,8,Display of force,0,0,1978,0.7875849767225601,Neither
Kenya,501,1977,1977,3129,17,Use of force,NA,0,1978,0.9681380834336218,Neither
Tanzania,510,1977,1977,2140,17,Use of force,1,0,1978,0.8664011041298134,Neither
Kenya,501,1977,1977,2144,0,No militarized action,0,0,1978,0.9681380834336218,Neither
South Africa,560,1977,1977,3127,17,Use of force,1,0,1978,0.907362171185491,Neither
Uganda,500,1977,1977,2140,17,Use of force,1,0,1978,0.49080198293363825,Neither
Zimbabwe,552,1977,1979,3131,17,Use of force,NA,0,1979,0.7075196860118559,Neither
Dem.Rp.Congo,490,1977,1977,3602,16,Use of force,0,0,1978,0.8851373853967004,Neither
Argentina,160,1977,1978,2081,7,Display of force,0,0,1978,0.9280878906059707,Neither
Peru,135,1977,1977,2143,7,Display of force,0,0,1978,0.4476351663100589,Neither
Peru,135,1977,1977,3018,7,Display of force,0,0,1978,0.4476351663100589,Neither
UK,200,1977,1977,2139,7,Display of force,0,0,1978,0.9676357585286567,Neither
USA,2,1977,1977,2962,0,No militarized action,0,0,1978,0.9926580566825851,Neither
Suriname,115,1977,1978,2326,16,Use of force,0,0,1978,0.5802485979221155,Neither
Israel,666,1977,1978,3994,17,Use of force,NA,0,1978,0.994585955719171,Neither
Fm USSR,365,1977,1977,2714,17,Use of force,0,0,1978,0.8917165391002149,Neither
USA,2,1977,1978,2192,8,Display of force,1,0,1978,0.9926580566825851,Neither
Japan,740,1977,1977,2963,0,No militarized action,0,0,1978,0.9978993741796066,Neither
Korea Rep.,732,1977,1978,2192,17,Use of force,1,0,1978,0.9878894871118225,Neither
USA,2,1977,1977,2222,15,Use of force,0,0,1978,0.9926580566825851,Neither
Argentina,160,1977,1977,3122,15,Use of force,0,0,1978,0.9280878906059707,Neither
Japan,740,1977,1977,2964,0,No militarized action,0,0,1978,0.9978993741796066,Neither
China,710,1977,1977,2714,17,Use of force,0,0,1978,0.9128821270960743,Neither
Guyana,110,1977,1978,2326,15,Use of force,0,0,1978,0.8262163664192884,Neither
Thailand,800,1977,1977,3130,12,Display of force,0,0,1978,0.9883325785493988,Neither
Cambodia,811,1977,1977,2149,17,Use of force,NA,0,1978,0.33202106409623705,Neither
Tanzania,510,1977,1979,3131,1,Threat to use force,NA,0,1979,0.6550795781816311,Neither
Zambia,551,1977,1979,3131,18,Use of force,NA,0,1979,0.7505035252057201,Neither
Lao P.Dem.R,812,1977,1977,2149,17,Use of force,NA,0,1978,0.7924204153696754,Neither
Egypt,651,1978,1978,3010,15,Use of force,0,0,1979,0.9471033320784912,Neither
Chile,155,1978,1979,2082,10,Display of force,0,0,1979,0.5323415453621017,Neither
Syria,652,1978,1978,3440,17,Use of force,0,0,1979,0.3889499727951049,Neither
Fm USSR,365,1978,1979,2727,7,Display of force,0,0,1979,0.642883547282168,Neither
Egypt,651,1978,1978,3604,17,Use of force,NA,0,1979,0.9471033320784912,Neither
Greece,350,1978,1978,2174,0,No militarized action,0,0,1979,0.9800878897055717,Neither
Lao P.Dem.R,812,1978,1979,3003,17,Use of force,NA,0,1979,0.8095598203933799,Neither
Angola,540,1978,1978,3012,0,No militarized action,0,0,1979,0.7828553327269837,Neither
Turkey,640,1978,1978,2174,16,Use of force,0,0,1979,0.9503511833837762,Neither
Libya,620,1978,1978,2965,15,Use of force,0,0,1979,0.7619871316428846,Neither
Fm USSR,365,1978,1978,3606,7,Display of force,0,0,1979,0.642883547282168,Neither
Zambia,551,1978,1978,3005,0,No militarized action,0,0,1979,0.43999865259641413,Neither
Italy,325,1978,1978,2965,0,No militarized action,0,0,1979,0.9984775843606648,Neither
Egypt,651,1978,1978,2743,8,Display of force,0,0,1979,0.9471033320784912,Neither
Kenya,501,1978,1978,3010,15,Use of force,0,0,1979,0.9632961479277324,Neither
Cyprus,352,1978,1978,3604,17,Use of force,NA,0,1979,0.9334891972687375,Neither
Libya,620,1978,1978,2743,0,No militarized action,0,0,1979,0.7619871316428846,Neither
"France,Monac",220,1978,1978,3012,12,Display of force,0,0,1979,0.9977085816382724,Neither
Morocco,600,1978,1978,3012,12,Display of force,0,0,1979,0.9434743299143913,Neither
Dem.Rp.Congo,490,1978,1978,3011,17,Use of force,0,0,1979,0.8681742411624429,Neither
Angola,540,1978,1978,3011,17,Use of force,0,0,1979,0.7828553327269837,Neither
Somalia,520,1978,1979,2070,16,Use of force,NA,0,1979,0.4431431459322992,Neither
South Africa,560,1978,1978,3005,16,Use of force,0,0,1979,0.93529106686425,Neither
Chile,155,1978,1978,3009,0,No militarized action,0,0,1979,0.5323415453621017,Neither
Argentina,160,1978,1979,2082,10,Display of force,0,0,1979,0.8473227808578032,Neither
Bolivia,145,1978,1978,3009,7,Display of force,0,0,1979,0.8115977945930682,Neither
Nicaragua,93,1978,1978,2346,17,Use of force,1,0,1979,0.18952650880282504,Neither
Fm USSR,365,1978,1978,2602,16,Use of force,1,0,1979,0.642883547282168,Neither
Israel,666,1978,1978,3440,17,Use of force,0,0,1979,0.9364559934846366,Neither
Fm USSR,365,1978,1978,2715,17,Use of force,0,0,1979,0.642883547282168,Neither
Fm USSR,365,1978,1979,3007,7,Display of force,6,0,1979,0.642883547282168,Neither
Japan,740,1978,1979,2727,1,Threat to use force,0,0,1979,0.9984060584530912,Neither
Norway,385,1978,1978,3606,0,No militarized action,0,0,1979,0.9780060182704504,Neither
Iran,630,1978,1978,2602,12,Display of force,1,0,1979,0.857318443285109,Neither
China,710,1978,1978,2715,17,Use of force,0,0,1979,0.9768457706927334,Neither
China,710,1978,1979,3007,20,War,6,0,1979,0.9768457706927334,Neither
Costa Rica,94,1978,1978,2346,17,Use of force,1,0,1979,0.45116965669551784,Neither
Ethiopia,530,1978,1979,2070,16,Use of force,NA,0,1979,0.38582796452711476,Neither
Thailand,800,1978,1979,3003,17,Use of force,NA,0,1979,0.9902262966433767,Neither
USA,2,1979,1979,2968,0,No militarized action,0,0,1980,0.9936289274086519,Neither
Canada,20,1979,1979,2968,16,Use of force,0,0,1980,0.9670860916809215,Neither
Peru,135,1979,1979,2967,15,Use of force,0,0,1980,0.9285017027162006,Neither
Libya,620,1979,1979,3021,0,No militarized action,0,0,1980,0.9502158663580768,Neither
Cuba,40,1979,1979,2225,0,No militarized action,0,0,1980,0.7452799595946529,Neither
Iran,630,1979,1981,3020,15,Use of force,0,0,1981,0.8069914207095857,Neither
Korea D P Rp,731,1979,1980,2193,17,Use of force,1,0,1980,0.9043277223245979,Neither
Fm USSR,365,1979,1979,2224,15,Use of force,0,0,1980,0.9439539002383353,Neither
Fm USSR,365,1979,1979,2225,7,Display of force,0,0,1980,0.9439539002383353,Neither
USA,2,1979,1979,2967,0,No militarized action,0,0,1980,0.9936289274086519,Neither
Syria,652,1979,1980,3441,16,Use of force,1,0,1980,0.6231819931761782,Neither
China,710,1979,1979,2101,0,No militarized action,0,0,1980,0.9835923579022501,Neither
Philippines,840,1979,1979,3022,7,Display of force,0,0,1980,0.9889155876619434,Neither
Afghanistan,700,1979,1982,2053,17,Use of force,NA,0,1982,0.7040768748941404,Neither
Malaysia,820,1979,1979,3022,7,Display of force,0,0,1980,0.9874176310499404,Neither
Morocco,600,1979,1979,3607,15,Use of force,0,0,1980,0.9793581165971189,Neither
USA,2,1979,1979,3021,7,Display of force,0,0,1980,0.9936289274086519,Neither
Sudan,625,1979,1979,3001,7,Display of force,0,0,1980,0.7674572477660255,Neither
Libya,620,1979,1979,3001,7,Display of force,0,0,1980,0.9502158663580768,Neither
Ethiopia,530,1979,1979,3000,14,Use of force,0,0,1980,0.9496356566816119,Neither
Zimbabwe,552,1979,1979,3002,16,Use of force,0,0,1980,0.224792378267672,Neither
Sudan,625,1979,1979,3000,0,No militarized action,0,0,1980,0.7674572477660255,Neither
USA,2,1979,1979,2225,7,Display of force,0,0,1980,0.9936289274086519,Neither
USA,2,1979,1981,3020,16,Use of force,0,0,1981,0.9916374436310214,Neither
Iraq,645,1979,1979,2113,16,Use of force,0,0,1980,0.9477236453638547,Neither
Afghanistan,700,1979,1979,3025,16,Use of force,NA,0,1980,0.7335998318789463,Neither
Iran,630,1979,1979,2113,7,Display of force,0,0,1980,0.8288271073581616,Neither
Israel,666,1979,1980,3441,16,Use of force,1,0,1980,0.9805211101408394,Neither
China,710,1979,1979,3026,12,Display of force,0,0,1980,0.9835923579022501,Neither
India,750,1979,1979,2101,8,Display of force,0,0,1980,0.6290541608306183,Neither
Lao P.Dem.R,812,1979,1979,3026,0,No militarized action,0,0,1980,0.7913936465761808,Neither
Fm USSR,365,1979,1980,2716,17,Use of force,1,0,1980,0.9439539002383353,Neither
USA,2,1979,1980,2193,7,Display of force,1,0,1980,0.9936289274086519,Neither
Korea Rep.,732,1979,1980,2193,17,Use of force,1,0,1980,0.965163565530448,Neither
USA,2,1979,1979,2224,7,Display of force,0,0,1980,0.9936289274086519,Neither
China,710,1979,1980,2716,17,Use of force,1,0,1980,0.9835923579022501,Neither
Morocco,600,1979,1979,3024,17,Use of force,NA,0,1980,0.9793581165971189,Neither
Spain,230,1979,1979,3607,0,No militarized action,0,0,1980,0.9952918369755025,Neither
Algeria,615,1979,1979,3024,17,Use of force,NA,0,1980,0.930843603219181,Neither
Nicaragua,93,1979,1979,2325,17,Use of force,NA,0,1980,0.9783826157747553,Neither
Honduras,91,1979,1979,2325,15,Use of force,NA,0,1980,0.9688928270608408,Neither
Pakistan,770,1979,1982,2053,17,Use of force,NA,0,1982,0.7962253033420557,Neither
Iran,630,1979,1979,3025,16,Use of force,NA,0,1980,0.8288271073581616,Neither
Angola,540,1979,1979,3002,0,No militarized action,0,0,1980,0.880920626935373,Neither
Somalia,520,1980,1981,2071,17,Use of force,3,0,1981,0.7107380338639192,Neither
Fm USSR,365,1980,1980,2226,0,No militarized action,0,0,1981,0.7645993490873773,Neither
Ecuador,130,1980,1981,3105,15,Use of force,0,0,1981,0.7338416328351558,Neither
Chile,155,1980,1981,2083,15,Use of force,0,0,1981,0.9322968458802404,Neither
Nicaragua,93,1980,1980,3120,0,No militarized action,0,0,1981,0.9580753131690273,Neither
Lebanon,660,1980,1981,3448,17,Use of force,1,0,1981,0.9553624157167161,Neither
Syria,652,1980,1981,3107,7,Display of force,0,0,1981,0.714275639497868,Neither
Syria,652,1980,1981,3448,17,Use of force,1,0,1981,0.714275639497868,Neither
Myanmar,775,1980,1980,3111,16,Use of force,0,0,1981,0.8005797059816003,Neither
Lao P.Dem.R,812,1980,1980,3114,16,Use of force,0,0,1981,0.6221081923610557,Neither
Libya,620,1980,1980,3016,0,No militarized action,0,0,1981,0.9253052973006978,Neither
Libya,620,1980,1981,3633,7,Display of force,0,0,1981,0.9253052973006978,Neither
Fm USSR,365,1980,1980,3116,0,No militarized action,0,0,1981,0.7645993490873773,Neither
"France,Monac",220,1980,1980,3016,7,Display of force,0,0,1981,0.9978595349248981,Neither
"France,Monac",220,1980,1981,3633,7,Display of force,0,0,1981,0.9978595349248981,Neither
Tunisia,616,1980,1980,3016,1,Threat to use force,0,0,1981,0.9539449874392665,Neither
Tunisia,616,1980,1980,3632,8,Display of force,0,0,1981,0.9539449874392665,Neither
Egypt,651,1980,1980,3118,7,Display of force,0,0,1981,0.830252960966841,Neither
Cuba,40,1980,1980,2969,0,No militarized action,0,0,1981,0.8987308777838723,Neither
Algeria,615,1980,1980,3113,0,No militarized action,0,0,1981,0.8890748496979214,Neither
Mauritania,435,1980,1980,3119,0,No militarized action,0,0,1981,0.7598042894050594,Neither
Libya,620,1980,1980,3632,0,No militarized action,0,0,1981,0.9253052973006978,Neither
Libya,620,1980,1980,3118,11,Display of force,0,0,1981,0.9253052973006978,Neither
Zambia,551,1980,1981,3112,0,No militarized action,0,0,1981,0.7979114803265361,Neither
